id,name,price,sale_price
809,polaroid,328.00,75.00
810,ramps,89.00,63.00
811,normcore,335.00,41.00
812,tilde,307.00,140.00
813,park,234.00,68.00
814,hella,141.00,171.00
815,ugh,333.00,64.00
816,selfies,225.00,54.00
817,XOXO,306.00,178.00
818,leggings,189.00,52.00
819,marfa,157.00,0.00
820,pickled,114.00,87.00
821,street,218.00,29.00
822,cornhole,208.00,45.00
823,quinoa,255.00,120.00
824,skateboard,154.00,182.00
825,+1,348.00,60.00
826,flexitarian,89.00,168.00
827,try-hard,84.00,115.00
828,readymade,364.00,22.00
829,mlkshk,354.00,44.00
830,authentic,330.00,121.00
831,salvia,40.00,112.00
832,biodiesel,44.00,14.00
833,franzen,106.00,46.00
834,master,14.00,4.00
835,viral,375.00,134.00
836,williamsburg,104.00,187.00
837,paleo,264.00,33.00
838,schlitz,330.00,115.00
839,pug,278.00,171.00
840,selvage,67.00,169.00
841,VHS,27.00,55.00
842,tofu,212.00,161.00
843,whatever,177.00,28.00
844,pug,228.00,74.00
845,Thundercats,265.00,173.00
846,schlitz,150.00,55.00
847,gluten-free,217.00,23.00
848,skateboard,41.00,39.00
849,8-bit,273.00,20.00
850,health,200.00,106.00
851,kinfolk,204.00,16.00
852,salvia,342.00,161.00
853,aesthetic,278.00,174.00
854,truffaut,6.00,91.00
855,everyday,246.00,88.00
856,iPhone,168.00,138.00
857,shoreditch,281.00,185.00
858,goth,142.00,52.00
859,brunch,171.00,170.00
860,microdosing,74.00,163.00
861,cardigan,155.00,129.00
862,everyday,272.00,6.00
863,celiac,91.00,187.00
864,kogi,272.00,86.00
865,goth,354.00,135.00
866,YOLO,205.00,80.00
867,meggings,292.00,20.00
868,bespoke,375.00,78.00
869,everyday,136.00,34.00
870,cardigan,7.00,69.00
871,seitan,211.00,156.00
872,swag,310.00,2.00
873,kombucha,58.00,33.00
874,helvetica,368.00,72.00
875,brunch,263.00,79.00
876,vegan,322.00,21.00
877,polaroid,302.00,183.00
878,meggings,136.00,64.00
879,farm-to-table,26.00,98.00
880,whatever,17.00,190.00
881,keffiyeh,197.00,125.00
882,microdosing,96.00,88.00
883,90's,38.00,174.00
884,cronut,350.00,48.00
885,meggings,273.00,9.00
886,neutra,103.00,105.00
887,lo-fi,336.00,54.00
888,skateboard,252.00,46.00
889,cornhole,242.00,166.00
890,poutine,266.00,50.00
891,shoreditch,55.00,53.00
892,shoreditch,42.00,84.00
893,farm-to-table,80.00,147.00
894,artisan,133.00,21.00
895,typewriter,111.00,176.00
896,everyday,121.00,65.00
897,Godard,33.00,147.00
898,gastropub,62.00,153.00
899,banjo,334.00,86.00
900,slow-carb,28.00,26.00
901,celiac,86.00,180.00
902,dreamcatcher,8.00,78.00
903,biodiesel,244.00,34.00
904,chia,9.00,24.00
905,Godard,96.00,98.00
906,asymmetrical,301.00,1.00
907,chartreuse,84.00,135.00
908,vinegar,54.00,101.00
909,tattooed,123.00,24.00
910,humblebrag,132.00,100.00
911,quinoa,162.00,17.00
912,migas,62.00,17.00
913,celiac,46.00,21.00
914,fixie,17.00,7.00
915,truffaut,97.00,35.00
916,cray,193.00,157.00
917,scenester,238.00,117.00
918,XOXO,326.00,65.00
919,vice,200.00,170.00
920,pitchfork,149.00,67.00
921,locavore,78.00,30.00
922,neutra,220.00,33.00
923,hashtag,265.00,77.00
924,kickstarter,292.00,147.00
925,park,180.00,186.00
926,typewriter,221.00,78.00
927,hella,247.00,76.00
928,hella,167.00,97.00
929,park,119.00,11.00
930,chartreuse,322.00,100.00
931,gastropub,65.00,183.00
932,selvage,240.00,182.00
933,selvage,140.00,129.00
934,gluten-free,325.00,18.00
935,vegan,114.00,145.00
936,twee,304.00,72.00
937,migas,83.00,147.00
938,pug,87.00,150.00
939,tacos,380.00,166.00
940,pour-over,285.00,137.00
941,post-ironic,274.00,181.00
942,neutra,36.00,29.00
943,church-key,268.00,33.00
944,poutine,265.00,93.00
945,keytar,16.00,74.00
946,park,332.00,65.00
947,occupy,325.00,84.00
948,bitters,322.00,91.00
949,austin,283.00,173.00
950,keytar,146.00,2.00
951,butcher,5.00,106.00
952,health,64.00,131.00
953,neutra,353.00,59.00
954,blog,250.00,174.00
955,post-ironic,122.00,175.00
956,hammock,124.00,93.00
957,hammock,185.00,142.00
958,chillwave,102.00,37.00
959,slow-carb,363.00,43.00
960,pickled,339.00,31.00
961,street,305.00,34.00
962,helvetica,318.00,140.00
963,crucifix,248.00,58.00
964,taxidermy,353.00,5.00
965,Godard,111.00,23.00
966,8-bit,133.00,157.00
967,quinoa,376.00,25.00
968,austin,166.00,98.00
969,forage,110.00,98.00
970,marfa,41.00,50.00
971,mlkshk,344.00,22.00
972,gastropub,147.00,23.00
973,gentrify,308.00,136.00
974,dreamcatcher,264.00,100.00
975,mlkshk,37.00,89.00
976,cliche,42.00,121.00
977,tumblr,57.00,142.00
978,freegan,271.00,98.00
979,aesthetic,189.00,109.00
980,PBR&B,339.00,77.00
981,sriracha,190.00,151.00
982,pop-up,346.00,174.00
983,fingerstache,182.00,32.00
984,crucifix,359.00,81.00
985,bitters,177.00,184.00
986,pour-over,128.00,90.00
987,polaroid,319.00,188.00
988,typewriter,236.00,152.00
989,shoreditch,135.00,157.00
990,YOLO,50.00,156.00
991,health,341.00,46.00
992,tacos,148.00,178.00
993,irony,257.00,36.00
994,hashtag,17.00,154.00
995,microdosing,12.00,110.00
996,offal,110.00,144.00
997,franzen,221.00,173.00
998,organic,165.00,180.00
999,tousled,275.00,80.00
1000,iPhone,292.00,89.00
1,poutine,40.00,144.00
2,kitsch,191.00,159.00
3,ramps,89.00,29.00
4,heirloom,154.00,18.00
5,meditation,239.00,190.00
6,mixtape,40.00,42.00
7,gluten-free,106.00,77.00
8,skateboard,234.00,172.00
9,kombucha,73.00,124.00
10,keytar,140.00,119.00
11,Yuccie,47.00,176.00
12,flexitarian,284.00,67.00
13,everyday,143.00,113.00
14,keytar,325.00,78.00
15,literally,350.00,43.00
16,narwhal,141.00,136.00
17,chia,310.00,162.00
18,cornhole,247.00,157.00
19,kogi,369.00,36.00
20,iPhone,49.00,165.00
21,bitters,166.00,62.00
22,heirloom,293.00,25.00
23,etsy,286.00,172.00
24,humblebrag,284.00,138.00
25,ennui,199.00,125.00
26,humblebrag,213.00,155.00
27,kitsch,194.00,19.00
28,shoreditch,153.00,36.00
29,pop-up,255.00,145.00
30,hella,195.00,185.00
31,health,288.00,61.00
32,kickstarter,352.00,33.00
33,ennui,366.00,177.00
34,viral,49.00,92.00
35,semiotics,93.00,146.00
36,crucifix,293.00,45.00
37,ramps,309.00,170.00
38,crucifix,185.00,185.00
39,tofu,373.00,154.00
40,selvage,199.00,1.00
41,sustainable,63.00,178.00
42,squid,167.00,130.00
43,carry,126.00,135.00
44,sriracha,31.00,177.00
45,salvia,309.00,182.00
46,8-bit,267.00,99.00
47,kinfolk,163.00,167.00
48,selvage,350.00,145.00
49,truffaut,253.00,82.00
50,flexitarian,118.00,5.00
51,chia,238.00,159.00
52,knausgaard,184.00,57.00
53,hoodie,355.00,140.00
54,lomo,207.00,73.00
55,dreamcatcher,73.00,108.00
56,brunch,180.00,177.00
57,drinking,239.00,98.00
58,kitsch,111.00,43.00
59,master,202.00,151.00
60,sustainable,180.00,74.00
61,pickled,328.00,88.00
62,whatever,364.00,116.00
63,wolf,58.00,168.00
64,cliche,373.00,56.00
65,meditation,371.00,105.00
66,tacos,353.00,176.00
67,fixie,364.00,138.00
68,post-ironic,184.00,11.00
69,fingerstache,44.00,86.00
70,venmo,258.00,184.00
71,chia,218.00,189.00
72,offal,275.00,86.00
73,humblebrag,242.00,66.00
74,sartorial,72.00,69.00
75,chartreuse,194.00,82.00
76,asymmetrical,333.00,163.00
77,squid,93.00,71.00
78,tilde,269.00,122.00
79,flexitarian,358.00,105.00
80,plaid,280.00,17.00
81,cornhole,307.00,2.00
82,distillery,130.00,176.00
83,keytar,354.00,2.00
84,park,44.00,93.00
85,organic,257.00,141.00
86,distillery,157.00,0.00
87,celiac,235.00,31.00
88,bitters,120.00,183.00
89,mustache,129.00,44.00
90,butcher,62.00,72.00
91,taxidermy,211.00,130.00
92,asymmetrical,153.00,146.00
93,90's,140.00,6.00
94,leggings,85.00,145.00
95,truffaut,371.00,55.00
96,leggings,330.00,189.00
97,actually,135.00,84.00
98,listicle,130.00,121.00
99,kogi,368.00,95.00
100,Thundercats,293.00,21.00
101,vinyl,316.00,105.00
102,butcher,335.00,130.00
103,artisan,145.00,127.00
104,bespoke,279.00,177.00
105,pug,309.00,157.00
106,etsy,130.00,89.00
107,sriracha,34.00,159.00
108,dreamcatcher,329.00,95.00
109,everyday,97.00,41.00
110,asymmetrical,123.00,72.00
111,narwhal,292.00,142.00
112,occupy,163.00,100.00
113,ramps,377.00,146.00
114,lumbersexual,310.00,100.00
115,scenester,265.00,51.00
116,microdosing,118.00,129.00
117,retro,203.00,11.00
118,tousled,146.00,178.00
119,cold-pressed,114.00,157.00
120,fingerstache,215.00,190.00
121,cleanse,65.00,82.00
122,lo-fi,128.00,129.00
123,gastropub,151.00,27.00
124,cardigan,323.00,100.00
125,street,163.00,174.00
126,DIY,55.00,109.00
127,hashtag,174.00,114.00
128,sriracha,96.00,165.00
129,sustainable,152.00,62.00
130,chambray,328.00,4.00
131,selfies,369.00,22.00
132,pop-up,15.00,64.00
133,disrupt,41.00,15.00
134,forage,188.00,12.00
135,health,306.00,91.00
136,kombucha,62.00,149.00
137,scenester,321.00,52.00
138,knausgaard,92.00,126.00
139,kogi,310.00,80.00
140,listicle,165.00,38.00
141,asymmetrical,253.00,77.00
142,dreamcatcher,291.00,73.00
143,hashtag,128.00,12.00
144,offal,375.00,129.00
145,neutra,148.00,125.00
146,selvage,97.00,3.00
147,distillery,344.00,182.00
148,austin,291.00,115.00
149,cronut,169.00,10.00
150,seitan,324.00,46.00
151,lo-fi,361.00,140.00
152,forage,120.00,50.00
153,authentic,267.00,30.00
154,plaid,260.00,148.00
155,XOXO,136.00,115.00
156,waistcoat,44.00,88.00
157,neutra,344.00,128.00
158,cold-pressed,323.00,51.00
159,Godard,370.00,160.00
160,PBR&B,278.00,16.00
161,iPhone,105.00,91.00
162,leggings,284.00,1.00
163,ramps,332.00,47.00
164,salvia,70.00,174.00
165,retro,22.00,152.00
166,chartreuse,85.00,144.00
167,gluten-free,192.00,99.00
168,beard,90.00,117.00
169,+1,227.00,66.00
170,letterpress,174.00,48.00
171,neutra,203.00,118.00
172,polaroid,36.00,76.00
173,park,323.00,17.00
174,cred,264.00,140.00
175,slow-carb,379.00,109.00
176,umami,267.00,128.00
177,normcore,354.00,110.00
178,lomo,161.00,37.00
179,tilde,279.00,91.00
180,cronut,256.00,41.00
181,mustache,90.00,41.00
182,XOXO,318.00,182.00
183,crucifix,267.00,34.00
184,vegan,357.00,10.00
185,twee,244.00,17.00
186,etsy,172.00,79.00
187,meggings,354.00,112.00
188,Godard,78.00,25.00
189,lo-fi,374.00,47.00
190,portland,261.00,7.00
191,hella,92.00,108.00
192,health,79.00,97.00
193,schlitz,320.00,42.00
194,migas,282.00,31.00
195,kickstarter,185.00,97.00
196,kinfolk,345.00,83.00
197,biodiesel,341.00,27.00
198,listicle,27.00,10.00
199,tumblr,162.00,76.00
200,knausgaard,319.00,173.00
201,biodiesel,278.00,148.00
202,locavore,55.00,55.00
203,schlitz,105.00,52.00
204,kogi,77.00,7.00
205,stumptown,253.00,117.00
206,brunch,110.00,142.00
207,skateboard,220.00,124.00
208,vinyl,196.00,52.00
209,chia,193.00,61.00
210,intelligentsia,107.00,89.00
211,+1,83.00,92.00
212,butcher,324.00,171.00
213,crucifix,255.00,22.00
214,seitan,128.00,152.00
215,etsy,317.00,71.00
216,hammock,74.00,155.00
217,post-ironic,130.00,28.00
218,neutra,209.00,147.00
219,chicharrones,158.00,117.00
220,skateboard,253.00,52.00
221,cornhole,338.00,88.00
222,listicle,161.00,158.00
223,loko,85.00,125.00
224,sriracha,152.00,47.00
225,semiotics,74.00,5.00
226,portland,24.00,92.00
227,biodiesel,180.00,164.00
228,freegan,116.00,112.00
229,whatever,38.00,121.00
230,selvage,158.00,170.00
231,selfies,31.00,17.00
232,cold-pressed,248.00,166.00
233,seitan,35.00,100.00
234,hoodie,16.00,9.00
235,mumblecore,314.00,161.00
236,kitsch,85.00,186.00
237,sustainable,224.00,150.00
238,dreamcatcher,301.00,113.00
239,taxidermy,93.00,116.00
240,brunch,40.00,65.00
241,irony,322.00,15.00
242,brunch,295.00,25.00
243,ugh,12.00,60.00
244,selvage,24.00,184.00
245,tousled,103.00,19.00
246,mumblecore,224.00,174.00
247,pitchfork,13.00,51.00
248,humblebrag,228.00,7.00
249,hammock,200.00,43.00
250,hella,295.00,17.00
251,selvage,275.00,46.00
252,occupy,355.00,30.00
253,kombucha,290.00,41.00
254,irony,117.00,28.00
255,gentrify,51.00,170.00
256,hashtag,75.00,28.00
257,post-ironic,308.00,157.00
258,Yuccie,64.00,117.00
259,microdosing,204.00,9.00
260,distillery,287.00,75.00
261,lumbersexual,147.00,111.00
262,venmo,35.00,6.00
263,literally,63.00,169.00
264,celiac,53.00,101.00
265,squid,317.00,125.00
266,selfies,10.00,137.00
267,heirloom,81.00,72.00
268,roof,154.00,19.00
269,keytar,27.00,28.00
270,taxidermy,127.00,14.00
271,skateboard,165.00,46.00
272,brooklyn,139.00,114.00
273,chambray,345.00,2.00
274,gentrify,330.00,163.00
275,quinoa,325.00,30.00
276,dreamcatcher,303.00,116.00
277,lumbersexual,35.00,137.00
278,ennui,77.00,141.00
279,farm-to-table,198.00,181.00
280,twee,136.00,169.00
281,gastropub,41.00,165.00
282,tacos,356.00,112.00
283,tofu,326.00,112.00
284,chartreuse,176.00,116.00
285,pinterest,140.00,29.00
286,asymmetrical,80.00,162.00
287,keffiyeh,236.00,66.00
288,pug,143.00,149.00
289,retro,161.00,17.00
290,hammock,50.00,58.00
291,paleo,307.00,52.00
292,tilde,317.00,112.00
293,chia,266.00,115.00
294,chia,240.00,189.00
295,pour-over,360.00,107.00
296,locavore,345.00,182.00
297,hammock,72.00,146.00
298,neutra,147.00,85.00
299,hashtag,217.00,15.00
300,iPhone,170.00,9.00
301,neutra,60.00,1.00
302,venmo,44.00,178.00
303,polaroid,25.00,118.00
304,knausgaard,177.00,103.00
305,gastropub,246.00,76.00
306,schlitz,55.00,53.00
307,whatever,109.00,47.00
308,letterpress,125.00,165.00
309,lumbersexual,203.00,138.00
310,umami,109.00,167.00
311,keffiyeh,120.00,145.00
312,polaroid,287.00,174.00
313,pitchfork,347.00,169.00
314,bushwick,191.00,185.00
315,flannel,22.00,83.00
316,artisan,279.00,59.00
317,authentic,275.00,149.00
318,neutra,40.00,149.00
319,echo,314.00,0.00
320,chia,26.00,161.00
321,VHS,159.00,91.00
322,wolf,52.00,65.00
323,tattooed,337.00,177.00
324,brooklyn,288.00,22.00
325,bushwick,328.00,93.00
326,vinegar,100.00,181.00
327,microdosing,44.00,124.00
328,tousled,361.00,126.00
329,cronut,17.00,128.00
330,kickstarter,78.00,114.00
331,hashtag,373.00,77.00
332,salvia,27.00,67.00
333,authentic,163.00,6.00
334,twee,63.00,12.00
335,pinterest,144.00,67.00
336,quinoa,172.00,163.00
337,Yuccie,247.00,108.00
338,knausgaard,13.00,143.00
339,meggings,78.00,146.00
340,echo,235.00,184.00
341,kombucha,130.00,28.00
342,gluten-free,106.00,116.00
343,post-ironic,160.00,17.00
344,pitchfork,130.00,133.00
345,blog,24.00,92.00
346,typewriter,270.00,140.00
347,bitters,319.00,47.00
348,salvia,37.00,160.00
349,humblebrag,68.00,45.00
350,etsy,166.00,28.00
351,artisan,94.00,164.00
352,90's,211.00,72.00
353,wolf,62.00,57.00
354,chillwave,112.00,156.00
355,actually,67.00,70.00
356,typewriter,129.00,141.00
357,vice,288.00,59.00
358,fingerstache,180.00,84.00
359,PBR&B,291.00,169.00
360,celiac,354.00,33.00
361,semiotics,40.00,126.00
362,try-hard,318.00,153.00
363,sustainable,378.00,162.00
364,microdosing,15.00,125.00
365,tofu,291.00,167.00
366,organic,22.00,55.00
367,ennui,68.00,27.00
368,post-ironic,165.00,32.00
369,church-key,36.00,95.00
370,leggings,74.00,10.00
371,vinegar,308.00,8.00
372,keffiyeh,231.00,97.00
373,swag,18.00,156.00
374,disrupt,308.00,188.00
375,YOLO,378.00,80.00
376,farm-to-table,368.00,13.00
377,pug,291.00,164.00
378,90's,234.00,160.00
379,Yuccie,127.00,118.00
380,bushwick,15.00,34.00
381,fingerstache,210.00,12.00
382,chillwave,195.00,182.00
383,polaroid,214.00,37.00
384,viral,339.00,132.00
385,viral,96.00,99.00
386,bushwick,253.00,102.00
387,actually,198.00,6.00
388,ennui,379.00,187.00
389,swag,371.00,38.00
390,actually,280.00,74.00
391,narwhal,377.00,103.00
392,austin,310.00,32.00
393,intelligentsia,365.00,161.00
394,selvage,330.00,22.00
395,vinegar,374.00,127.00
396,tilde,5.00,39.00
397,microdosing,154.00,87.00
398,synth,57.00,186.00
399,venmo,176.00,141.00
400,semiotics,283.00,127.00
401,franzen,313.00,73.00
402,artisan,28.00,181.00
403,fingerstache,338.00,18.00
404,gentrify,19.00,84.00
405,typewriter,200.00,155.00
406,etsy,95.00,166.00
407,synth,152.00,138.00
408,mumblecore,220.00,40.00
409,slow-carb,92.00,100.00
410,pinterest,376.00,9.00
411,narwhal,189.00,55.00
412,freegan,336.00,36.00
413,etsy,89.00,96.00
414,banjo,217.00,181.00
415,ennui,247.00,180.00
416,tofu,234.00,74.00
417,chia,282.00,74.00
418,goth,29.00,190.00
419,gentrify,267.00,85.00
420,chartreuse,268.00,128.00
421,helvetica,214.00,36.00
422,ramps,137.00,162.00
423,austin,265.00,127.00
424,normcore,359.00,168.00
425,letterpress,214.00,51.00
426,wolf,196.00,96.00
427,yr,87.00,121.00
428,PBR&B,140.00,34.00
429,semiotics,64.00,23.00
430,cray,348.00,175.00
431,tilde,311.00,63.00
432,kogi,239.00,123.00
433,plaid,204.00,18.00
434,polaroid,143.00,31.00
435,sartorial,209.00,127.00
436,biodiesel,360.00,142.00
437,locavore,330.00,10.00
438,cornhole,376.00,22.00
439,try-hard,331.00,120.00
440,everyday,102.00,5.00
441,dreamcatcher,185.00,164.00
442,retro,123.00,59.00
443,tofu,272.00,102.00
444,cardigan,324.00,104.00
445,biodiesel,322.00,83.00
446,kogi,114.00,107.00
447,vice,124.00,80.00
448,narwhal,155.00,125.00
449,neutra,204.00,82.00
450,celiac,177.00,56.00
451,organic,110.00,121.00
452,listicle,56.00,24.00
453,Godard,274.00,17.00
454,selfies,355.00,156.00
455,irony,242.00,16.00
456,+1,15.00,186.00
457,loko,97.00,81.00
458,mlkshk,339.00,40.00
459,narwhal,297.00,101.00
460,chambray,356.00,159.00
461,meditation,275.00,15.00
462,seitan,114.00,86.00
463,mustache,360.00,170.00
464,distillery,153.00,111.00
465,organic,107.00,87.00
466,leggings,213.00,4.00
467,cray,139.00,93.00
468,typewriter,308.00,42.00
469,intelligentsia,212.00,22.00
470,pop-up,260.00,70.00
471,mixtape,55.00,180.00
472,paleo,108.00,169.00
473,readymade,116.00,133.00
474,lo-fi,229.00,133.00
475,Godard,281.00,116.00
476,tattooed,59.00,139.00
477,offal,283.00,31.00
478,meggings,372.00,79.00
479,blog,264.00,134.00
480,asymmetrical,266.00,143.00
481,twee,269.00,43.00
482,organic,19.00,154.00
483,kinfolk,255.00,90.00
484,beard,198.00,174.00
485,cray,110.00,147.00
486,crucifix,40.00,24.00
487,try-hard,96.00,170.00
488,occupy,161.00,120.00
489,offal,73.00,18.00
490,echo,346.00,53.00
491,chia,40.00,125.00
492,echo,263.00,56.00
493,franzen,201.00,110.00
494,meh,21.00,164.00
495,semiotics,70.00,189.00
496,mlkshk,204.00,19.00
497,asymmetrical,151.00,141.00
498,meditation,53.00,89.00
499,cardigan,162.00,133.00
500,DIY,356.00,163.00
501,scenester,369.00,128.00
502,etsy,373.00,29.00
503,sriracha,158.00,140.00
504,viral,98.00,61.00
505,sustainable,164.00,136.00
506,leggings,123.00,72.00
507,poutine,369.00,168.00
508,brooklyn,28.00,131.00
509,irony,82.00,68.00
510,Godard,93.00,80.00
511,pop-up,317.00,186.00
512,etsy,219.00,101.00
513,pickled,137.00,110.00
514,heirloom,216.00,7.00
515,taxidermy,202.00,111.00
516,mlkshk,258.00,55.00
517,gentrify,74.00,128.00
518,Yuccie,53.00,64.00
519,butcher,292.00,61.00
520,shoreditch,81.00,93.00
521,meh,48.00,61.00
522,iPhone,36.00,138.00
523,mumblecore,296.00,125.00
524,fixie,133.00,32.00
525,humblebrag,273.00,126.00
526,mlkshk,370.00,152.00
527,farm-to-table,133.00,80.00
528,keytar,135.00,124.00
529,salvia,342.00,166.00
530,beard,20.00,76.00
531,squid,84.00,107.00
532,typewriter,37.00,27.00
533,disrupt,56.00,138.00
534,plaid,379.00,150.00
535,polaroid,76.00,146.00
536,chillwave,190.00,62.00
537,cray,191.00,92.00
538,cliche,96.00,154.00
539,etsy,338.00,156.00
540,biodiesel,65.00,54.00
541,goth,6.00,128.00
542,poutine,61.00,111.00
543,blog,8.00,1.00
544,chambray,41.00,88.00
545,cliche,374.00,145.00
546,humblebrag,314.00,5.00
547,park,142.00,68.00
548,portland,222.00,177.00
549,viral,232.00,173.00
550,90's,95.00,174.00
551,slow-carb,324.00,106.00
552,organic,193.00,102.00
553,umami,340.00,131.00
554,franzen,159.00,71.00
555,Godard,324.00,153.00
556,irony,319.00,48.00
557,mumblecore,82.00,48.00
558,blog,32.00,7.00
559,viral,66.00,190.00
560,chartreuse,227.00,93.00
561,paleo,127.00,12.00
562,scenester,257.00,55.00
563,wolf,196.00,123.00
564,scenester,15.00,138.00
565,meggings,92.00,125.00
566,plaid,137.00,47.00
567,cliche,379.00,169.00
568,DIY,59.00,47.00
569,brunch,331.00,139.00
570,pug,37.00,29.00
571,selfies,159.00,40.00
572,tofu,308.00,139.00
573,viral,137.00,106.00
574,hashtag,167.00,129.00
575,cold-pressed,89.00,80.00
576,yr,38.00,31.00
577,cray,262.00,106.00
578,echo,44.00,171.00
579,banjo,167.00,47.00
580,plaid,123.00,160.00
581,cray,8.00,160.00
582,VHS,181.00,163.00
583,paleo,151.00,50.00
584,normcore,207.00,135.00
585,butcher,305.00,114.00
586,skateboard,220.00,144.00
587,Thundercats,242.00,188.00
588,selvage,309.00,116.00
589,heirloom,361.00,23.00
590,mustache,233.00,117.00
591,Yuccie,269.00,82.00
592,chambray,97.00,124.00
593,ennui,363.00,49.00
594,yr,275.00,160.00
595,lo-fi,245.00,6.00
596,yr,275.00,95.00
597,celiac,326.00,131.00
598,paleo,67.00,143.00
599,truffaut,260.00,47.00
600,DIY,167.00,143.00
601,tilde,206.00,81.00
602,normcore,62.00,39.00
603,cliche,143.00,26.00
604,kickstarter,21.00,43.00
605,skateboard,216.00,116.00
606,franzen,243.00,33.00
607,YOLO,213.00,28.00
608,helvetica,93.00,93.00
609,stumptown,312.00,105.00
610,neutra,58.00,122.00
611,hoodie,240.00,88.00
612,pug,16.00,171.00
613,microdosing,281.00,35.00
614,organic,274.00,188.00
615,pabst,191.00,62.00
616,brunch,207.00,157.00
617,chambray,218.00,179.00
618,church-key,283.00,65.00
619,XOXO,331.00,117.00
620,bespoke,138.00,20.00
621,fixie,360.00,173.00
622,whatever,193.00,127.00
623,seitan,317.00,31.00
624,street,63.00,166.00
625,Godard,366.00,24.00
626,DIY,308.00,100.00
627,kogi,39.00,18.00
628,vegan,44.00,129.00
629,vinegar,319.00,164.00
630,blog,311.00,19.00
631,street,12.00,35.00
632,twee,48.00,119.00
633,cold-pressed,160.00,87.00
634,sartorial,223.00,45.00
