id,L,M,S,XL,XS,XXL,XXXL
365,25,0,27,25,8,8,15
366,8,7,13,6,27,0,9
367,0,10,5,2,27,2,1
368,13,11,0,10,21,12,13
369,3,5,25,28,21,6,18
370,1,18,10,17,13,0,19
371,13,5,3,1,25,2,18
372,7,11,9,7,19,26,7
373,28,15,19,17,20,6,17
374,13,27,8,11,3,23,11
375,14,25,20,5,15,5,21
376,0,17,22,16,25,26,13
377,22,11,4,14,26,28,16
378,19,28,5,24,28,0,6
379,22,21,18,3,19,1,26
380,3,21,13,22,24,2,22
381,3,16,7,4,10,7,6
382,12,13,12,4,22,11,22
383,27,18,15,16,11,10,27
384,1,15,17,21,22,11,6
385,11,24,11,24,11,3,17
386,20,4,17,27,10,9,4
387,0,12,3,13,14,14,23
388,3,14,8,7,5,27,22
389,5,19,1,17,14,17,21
390,25,18,28,23,27,9,14
391,17,17,12,3,9,1,8
392,25,26,6,27,14,12,8
393,17,4,18,5,11,26,14
394,5,7,4,10,9,18,24
395,18,4,11,0,16,4,20
396,24,12,1,5,3,14,8
397,25,20,26,28,4,2,19
398,9,1,17,26,6,10,0
399,11,21,5,17,4,7,14
400,16,10,2,24,10,9,23
401,1,26,8,7,25,7,10
402,3,3,6,0,20,13,15
403,25,27,27,9,23,15,10
404,23,17,19,9,27,24,13
405,18,13,18,23,19,4,10
406,11,13,22,5,16,24,7
407,23,1,20,5,15,0,15
408,13,1,20,3,1,16,9
409,10,19,27,15,14,20,20
410,20,3,20,10,17,6,12
411,17,26,18,28,25,10,3
412,16,3,24,27,19,26,7
413,27,2,20,25,2,28,0
414,17,13,13,0,26,25,18
415,0,10,24,19,15,17,15
416,0,19,8,9,21,3,25
417,27,1,10,15,17,14,17
418,0,26,0,6,21,10,24
419,26,4,9,19,28,21,11
420,28,25,27,12,16,25,15
421,13,15,20,28,1,8,22
422,15,27,5,17,12,15,28
423,15,23,7,11,9,28,10
424,25,9,15,6,24,22,9
425,25,10,23,1,14,27,27
426,9,26,1,17,9,23,0
427,15,14,8,6,28,5,12
428,10,22,13,27,25,13,2
429,23,15,1,2,16,9,25
430,18,16,8,26,3,21,2
431,17,0,8,20,2,25,14
432,15,6,10,11,2,14,15
433,5,3,6,26,12,14,0
434,16,25,6,27,26,1,22
435,20,22,15,27,21,24,18
436,11,24,11,12,25,28,11
437,4,25,2,24,24,15,0
438,23,14,18,9,15,20,25
439,9,6,12,8,26,23,23
440,17,18,21,17,15,26,9
441,6,27,10,3,10,12,23
442,27,6,13,14,10,9,23
443,11,15,7,1,13,19,13
444,22,4,6,2,22,11,23
445,12,21,11,26,24,10,0
446,4,4,23,18,1,17,5
447,28,21,25,22,17,15,7
448,13,4,24,0,28,9,13
449,0,4,21,13,24,4,26
450,6,10,2,7,2,2,25
451,12,15,15,20,20,0,6
452,23,25,17,15,13,9,22
453,2,28,22,26,28,22,5
454,26,3,5,17,19,10,24
455,26,27,2,18,21,22,6
456,12,11,19,21,18,17,1
457,13,23,25,2,6,21,6
458,5,18,4,20,3,19,18
459,28,19,23,23,26,9,3
460,19,16,20,18,6,3,28
461,0,23,24,26,15,22,21
462,22,26,22,27,28,17,14
463,27,26,14,16,8,27,1
464,21,11,24,26,8,0,23
465,10,7,5,22,3,9,3
466,21,23,9,7,21,8,10
467,10,18,24,3,25,7,4
468,17,6,13,21,23,11,0
469,19,3,23,8,12,14,25
470,13,25,16,6,21,11,21
471,25,10,14,22,19,9,3
472,3,18,23,6,17,5,15
473,17,14,10,16,15,27,28
474,23,24,25,28,27,6,23
475,2,5,15,21,20,0,21
476,2,7,13,14,19,24,11
477,12,28,5,7,13,5,26
478,22,7,20,8,24,6,9
479,9,4,6,27,0,1,0
480,27,28,28,23,13,22,23
481,6,24,10,1,6,27,9
482,21,15,26,20,18,9,3
483,14,24,4,10,8,2,17
484,25,24,24,15,10,23,19
485,22,2,24,24,23,1,26
486,12,16,4,20,24,2,16
487,19,25,26,9,21,11,22
488,3,5,24,16,24,18,26
489,9,26,23,7,19,28,23
490,5,8,10,23,22,10,11
491,10,24,12,19,16,2,14
492,1,22,2,27,25,21,0
493,4,23,14,24,12,22,21
494,10,8,21,6,4,11,25
495,12,3,1,22,24,2,18
496,2,26,28,18,20,18,13
497,18,21,2,22,8,18,12
498,5,11,20,7,14,12,3
499,26,11,1,1,22,0,3
500,21,3,6,22,5,0,18
501,4,25,22,20,4,19,9
502,16,0,0,8,8,28,13
503,26,28,4,5,25,21,7
504,3,23,27,0,14,19,28
505,2,24,11,16,15,2,28
506,26,11,9,25,11,24,21
507,26,3,19,12,18,24,5
508,6,1,10,13,5,12,17
509,16,19,27,6,25,12,1
510,22,21,21,5,23,5,6
511,6,27,6,21,21,14,17
512,28,5,8,6,16,1,23
513,9,3,8,13,16,17,26
514,6,15,1,2,7,12,8
515,3,2,11,27,18,24,18
516,28,21,17,14,28,12,10
517,28,4,4,20,12,25,28
518,18,19,24,27,20,5,10
519,27,27,5,24,1,8,8
520,20,3,20,7,28,15,1
521,6,13,0,13,19,4,1
522,24,26,10,18,1,24,0
523,9,16,6,28,28,14,12
524,18,1,7,23,18,4,27
525,20,21,20,15,11,7,14
526,6,8,27,19,10,10,1
527,23,9,8,10,25,7,1
528,12,17,14,27,27,17,19
529,26,15,27,23,10,24,24
530,3,5,0,9,4,26,4
531,20,1,13,22,17,20,13
532,7,22,13,20,27,7,27
533,6,9,5,24,4,2,27
534,17,23,6,0,3,1,23
535,16,24,13,12,24,20,26
536,14,13,19,24,14,16,25
537,11,22,11,15,12,4,9
538,27,28,22,12,1,1,23
539,20,11,27,25,22,9,9
540,17,16,8,6,13,7,8
541,0,8,3,5,27,18,10
542,25,9,16,21,2,26,10
543,14,12,6,11,22,12,26
544,26,9,2,5,20,18,27
545,10,28,23,11,15,13,18
546,3,20,27,17,22,14,25
547,16,12,15,15,21,15,6
548,20,19,23,28,25,20,3
549,27,11,27,18,10,3,18
550,11,19,16,18,18,15,12
551,19,28,8,18,9,26,17
552,12,6,28,4,12,27,1
553,24,8,17,10,24,25,5
554,4,20,16,1,9,22,2
555,26,11,0,11,14,23,21
556,28,23,1,8,23,27,19
557,4,8,20,4,9,25,22
558,5,27,21,28,18,24,11
559,27,21,18,2,9,0,5
560,5,3,19,20,4,21,18
561,5,3,22,7,10,18,28
562,9,23,9,28,5,12,17
563,13,17,27,22,21,0,18
564,4,28,15,17,18,24,24
565,7,20,14,3,5,12,28
566,24,26,17,20,18,24,20
567,25,22,23,25,22,13,4
568,9,26,20,16,10,11,18
569,0,15,12,24,8,23,13
570,17,18,25,20,28,12,20
571,17,1,20,27,14,4,26
572,21,1,9,19,28,7,28
573,11,26,4,16,1,15,4
574,28,0,26,14,20,6,8
575,0,27,8,12,15,27,1
576,9,27,21,19,1,21,19
577,6,16,11,10,12,20,6
578,16,12,26,28,10,3,5
579,0,25,28,10,24,3,1
580,20,15,4,9,6,6,27
581,5,16,15,26,9,0,15
582,0,10,27,7,15,23,10
583,21,2,2,16,4,0,14
584,20,24,3,0,13,2,24
585,7,11,24,9,6,20,9
586,4,18,13,11,5,3,27
587,18,25,14,21,0,0,3
588,7,14,4,22,16,9,16
589,8,23,6,23,19,24,8
590,24,3,13,12,0,19,26
591,20,10,22,23,18,0,26
592,7,1,0,17,18,21,12
593,11,2,3,7,25,10,12
594,11,16,22,5,11,14,17
595,6,24,16,20,2,0,28
596,21,2,8,12,3,24,17
597,9,24,16,2,22,24,12
598,17,5,2,2,18,26,0
599,20,24,19,11,22,22,21
600,12,27,25,16,16,10,20
601,9,22,27,5,8,10,14
602,8,18,26,19,12,17,28
603,3,7,8,6,15,4,8
604,10,5,18,2,13,13,18
605,11,26,10,14,17,1,7
606,8,19,17,20,22,23,14
607,4,1,12,7,0,14,23
608,4,22,12,21,21,2,11
609,13,5,10,6,1,12,7
610,25,10,11,16,15,17,9
611,18,12,9,12,13,17,5
612,10,1,22,20,15,27,23
613,19,12,14,18,6,11,13
614,26,23,24,3,26,17,4
615,22,10,22,8,26,14,27
616,13,16,14,28,13,25,4
617,26,26,0,6,16,12,2
618,26,13,20,13,26,23,5
619,22,13,11,26,4,7,21
620,5,10,13,4,15,25,2
621,11,16,21,18,15,3,13
622,22,0,22,5,20,3,17
623,12,10,19,26,16,16,4
624,23,17,27,1,15,15,14
625,20,4,22,2,4,6,24
626,6,20,3,28,9,7,14
627,22,25,7,12,27,14,25
628,9,20,10,16,15,5,11
629,28,3,5,19,16,7,2
630,12,12,15,18,17,26,18
631,3,4,0,20,3,27,4
632,22,25,1,22,11,13,27
633,2,22,17,2,20,7,23
634,15,23,7,5,13,15,28
635,23,14,5,5,20,12,7
636,21,21,14,7,14,26,3
637,13,26,0,10,21,8,13
638,21,5,9,19,15,25,2
639,16,14,8,4,26,1,19
640,18,3,19,4,4,27,18
641,20,16,8,15,20,7,21
642,9,25,3,22,3,1,9
643,6,5,17,6,8,26,18
644,13,9,14,24,10,5,13
645,17,22,4,20,16,17,26
646,3,27,24,8,27,3,17
647,23,11,25,11,4,7,12
648,7,28,4,7,11,18,20
649,26,24,21,13,24,25,17
650,28,0,25,27,25,12,2
651,28,7,9,1,15,1,3
652,8,14,12,4,20,26,21
653,10,6,5,22,28,22,5
654,9,22,7,16,3,25,8
655,1,28,10,4,15,5,10
656,27,26,1,25,11,22,5
657,14,20,13,4,18,23,19
658,27,22,16,28,10,12,6
659,12,7,26,28,24,15,21
660,22,28,7,24,8,14,3
661,28,16,10,0,2,18,14
662,9,8,9,27,5,1,6
663,8,11,25,6,2,17,2
664,6,18,18,19,17,1,20
665,2,25,14,15,26,2,2
666,15,13,7,13,1,16,14
667,1,15,28,20,21,4,13
668,24,24,20,17,7,21,21
669,20,2,24,2,23,6,0
670,14,25,12,13,7,14,13
671,18,4,11,20,3,18,3
672,25,25,1,5,6,5,9
673,10,27,5,12,5,10,0
674,6,20,25,14,10,0,27
675,10,14,12,13,21,13,5
676,1,27,3,24,23,25,28
677,26,11,7,26,7,13,27
678,7,20,21,16,16,1,10
679,9,13,17,7,4,12,6
680,27,5,26,16,14,15,6
681,27,21,14,19,19,19,22
682,3,17,23,16,14,18,28
683,8,6,7,9,28,17,26
684,8,0,17,1,20,13,22
685,10,15,2,21,8,9,17
686,25,26,23,16,18,28,17
687,19,5,16,7,15,3,16
688,28,6,19,16,20,3,17
689,6,21,11,16,19,25,28
690,10,16,20,16,3,20,0
691,23,14,1,13,24,18,8
692,0,5,2,23,8,0,9
693,25,3,6,18,12,18,21
694,1,13,3,25,21,24,1
695,7,4,13,3,2,21,19
696,3,20,11,6,24,8,9
697,11,27,6,13,7,1,27
698,4,23,4,27,5,1,28
699,17,9,21,17,13,12,7
700,4,1,25,19,3,9,3
701,3,4,13,6,0,27,8
702,24,15,5,16,16,28,4
703,2,17,21,16,5,10,4
704,9,15,12,19,11,0,9
705,12,7,25,21,21,28,22
706,8,20,24,12,25,26,1
707,2,14,1,12,1,28,3
708,6,3,14,27,6,28,11
709,0,4,27,18,16,1,3
710,24,22,10,19,18,18,6
711,2,28,15,4,1,7,8
712,24,18,10,18,1,1,22
713,20,26,18,11,23,5,8
714,21,2,5,23,24,22,19
715,24,17,27,11,6,4,11
716,1,5,25,4,8,22,15
717,22,16,7,17,8,9,0
718,13,0,27,0,14,17,7
719,6,2,5,22,3,9,16
720,13,14,21,10,26,8,28
721,26,21,28,6,28,15,20
722,11,17,9,1,26,5,27
723,21,23,15,0,0,16,6
724,2,25,16,7,1,2,18
725,24,27,23,13,4,9,28
726,17,24,1,7,20,17,4
727,11,24,2,8,17,23,13
728,25,15,4,18,26,19,3
729,15,14,15,21,7,18,23
730,5,12,16,18,13,18,0
731,21,15,10,17,9,20,17
732,1,21,25,11,6,4,7
733,1,12,2,27,10,21,19
734,15,1,9,7,16,12,0
735,4,5,21,27,15,4,23
736,21,3,2,27,14,17,11
737,14,2,2,6,17,4,1
738,25,6,25,26,22,15,0
739,20,8,3,27,20,1,15
740,11,1,21,17,22,8,18
741,21,17,3,13,18,9,12
742,2,5,9,17,18,9,16
743,25,15,27,18,6,3,5
744,22,24,15,5,11,4,20
745,8,19,20,9,6,19,19
746,21,26,20,9,22,19,22
747,0,1,27,19,27,28,1
748,18,16,18,28,12,8,15
749,22,6,0,26,22,12,8
750,2,19,25,1,7,15,8
751,15,19,22,3,0,14,10
752,18,5,13,28,5,2,25
753,14,7,18,2,0,5,23
754,14,17,25,18,8,19,16
755,6,14,1,1,11,0,8
756,27,25,28,25,10,25,20
757,7,9,26,11,25,6,14
758,0,20,9,11,27,9,10
759,13,1,23,25,22,10,2
760,7,20,12,2,12,2,24
761,23,17,15,23,3,9,9
762,16,18,10,6,25,19,6
763,12,14,11,7,18,6,19
764,23,3,7,2,9,18,17
765,16,0,13,21,18,25,3
766,3,9,13,12,22,26,3
767,4,14,24,14,18,0,13
768,13,13,1,26,24,2,26
769,10,21,10,19,28,10,23
770,22,1,18,12,22,14,26
771,28,20,22,9,12,28,2
772,14,24,4,11,10,6,10
773,10,7,7,7,6,28,9
774,14,4,28,3,20,15,22
775,22,27,1,20,28,2,15
776,5,25,28,1,11,3,21
777,3,8,8,9,27,16,24
778,8,2,24,1,16,19,5
779,9,4,2,25,0,9,20
780,8,25,24,22,23,22,13
781,9,18,8,7,22,23,9
782,1,7,27,25,9,22,0
783,13,10,14,14,26,10,13
784,28,16,2,4,25,22,22
785,7,21,20,8,6,24,22
786,28,17,5,2,23,3,10
787,8,14,5,26,1,21,20
788,18,16,27,19,17,7,28
789,25,16,9,11,3,9,6
790,11,2,16,22,26,21,13
791,17,20,7,11,12,26,28
792,9,3,3,6,18,11,23
793,28,16,14,0,26,11,10
794,0,22,2,7,0,14,13
795,4,8,14,17,16,20,27
796,18,16,10,21,28,20,16
797,24,27,10,11,1,27,14
798,25,11,3,13,28,23,16
799,4,18,23,25,16,22,0
800,26,13,24,10,17,25,23
801,15,26,4,6,2,15,7
802,22,26,17,17,16,11,13
803,18,23,27,9,7,26,8
804,26,11,14,6,8,2,9
805,8,11,14,5,0,12,19
806,19,16,1,22,27,2,25
807,15,21,16,10,6,13,3
808,24,28,10,21,16,17,14
809,3,13,21,2,10,22,25
810,24,10,28,25,8,23,28
811,28,5,20,17,12,20,8
812,9,7,3,1,4,21,19
813,1,1,20,23,17,13,4
814,8,11,7,4,25,23,11
815,12,24,18,18,23,24,7
816,10,0,20,21,24,5,17
817,25,16,8,27,5,24,24
818,13,11,21,10,10,22,12
819,13,2,5,10,12,5,11
820,5,10,7,15,14,16,0
821,24,25,22,23,10,19,6
822,10,15,27,11,11,21,9
823,9,15,25,0,2,24,5
824,2,14,27,7,13,16,24
825,7,23,25,0,6,28,21
826,14,23,9,3,4,19,11
827,24,18,0,6,3,22,23
828,12,21,18,19,28,11,14
829,7,19,8,1,5,14,28
830,0,23,0,13,21,18,21
831,23,11,6,9,12,1,17
832,19,14,3,1,12,6,8
833,5,18,25,25,5,6,25
834,8,6,0,10,7,27,21
835,12,0,6,2,23,12,19
836,10,28,21,7,23,12,21
837,17,12,19,12,4,24,8
838,17,24,5,7,13,22,4
839,1,21,11,19,25,1,22
840,20,5,8,3,22,5,4
841,16,8,28,1,9,4,9
842,7,19,3,17,11,14,27
843,19,22,25,5,12,9,26
844,15,17,14,2,23,17,4
845,27,11,19,9,22,27,21
846,11,1,8,22,1,1,23
847,2,25,27,9,18,5,19
848,15,0,13,15,26,21,12
849,4,7,15,16,14,2,10
850,9,3,2,28,27,18,23
851,24,28,14,4,6,8,4
852,10,21,27,6,13,15,15
853,5,12,25,25,27,12,24
854,24,4,6,14,26,7,4
855,14,21,8,28,10,23,25
856,14,16,5,23,26,7,17
857,5,2,24,9,26,13,5
858,8,28,24,10,3,20,28
859,13,22,11,19,27,8,15
860,27,13,22,17,22,25,1
861,9,4,1,3,20,27,8
862,22,12,22,22,25,27,22
863,15,17,19,13,22,10,1
864,27,12,22,24,21,18,5
865,2,20,22,3,0,23,6
866,1,0,1,13,4,11,11
867,25,13,25,0,18,2,11
868,6,28,9,5,4,6,7
869,12,20,24,9,3,8,10
870,12,7,28,1,23,15,23
871,11,16,28,3,12,6,15
872,20,26,17,8,14,22,6
873,0,16,27,17,14,16,9
874,26,10,15,23,0,9,9
875,22,15,9,22,10,19,14
876,5,1,1,9,9,2,23
877,23,3,28,24,7,25,18
878,22,28,13,2,2,6,9
879,7,27,1,28,7,19,11
880,15,15,17,8,17,17,2
881,1,2,12,22,25,21,7
882,24,16,14,12,9,10,20
883,25,12,23,13,25,0,22
884,20,14,0,19,6,3,18
885,12,7,9,0,16,24,16
886,8,5,2,0,21,17,17
887,24,23,6,2,12,4,19
888,21,11,13,27,12,1,7
889,7,10,15,11,1,3,20
890,1,10,21,6,25,18,19
891,23,15,5,1,21,5,6
892,12,1,12,14,22,19,23
893,26,24,9,10,24,11,27
894,15,20,27,27,26,5,21
895,27,3,18,21,8,28,17
896,1,28,7,24,20,5,27
897,26,4,23,15,4,18,7
898,20,0,12,21,22,21,9
899,22,22,7,1,14,8,23
900,19,9,24,28,15,18,2
901,22,1,7,1,13,4,2
902,8,20,3,28,26,9,16
903,20,25,24,20,5,8,22
904,17,15,11,18,20,4,9
905,8,26,25,21,12,1,4
906,25,20,22,5,1,12,0
907,3,12,5,1,28,21,4
908,17,26,5,15,23,13,26
909,4,4,24,12,21,2,21
910,14,2,2,25,12,12,27
911,21,20,28,28,8,6,14
912,27,7,28,21,28,15,25
913,8,23,5,6,14,0,12
914,5,3,10,16,27,23,9
915,1,11,12,10,24,25,3
916,11,9,22,20,0,11,28
917,19,22,19,14,16,10,14
918,28,16,22,25,6,11,7
919,6,5,5,17,21,17,19
920,16,19,6,11,16,24,28
921,11,27,0,13,19,8,12
922,1,21,8,3,1,24,4
923,23,1,16,24,3,26,26
924,11,23,0,25,1,22,8
925,4,19,22,28,18,0,0
926,10,16,20,10,19,20,18
927,20,6,27,21,15,25,14
928,3,21,13,1,25,23,24
929,10,16,8,21,23,0,26
930,4,24,20,26,7,1,12
931,1,25,6,4,25,15,9
932,6,24,0,2,4,22,7
933,26,12,17,16,18,27,17
934,11,20,28,23,8,18,20
935,6,9,15,5,4,15,18
936,28,0,1,8,2,27,16
937,9,3,17,16,2,12,10
938,26,15,21,12,28,16,8
939,24,17,24,3,16,26,1
940,7,21,28,1,15,14,9
941,25,24,1,22,5,4,1
942,13,5,15,2,9,6,24
943,15,11,10,22,7,25,15
944,4,4,11,17,19,24,4
945,3,27,12,13,17,7,26
946,20,6,12,18,7,5,13
947,2,15,2,12,27,6,24
948,26,13,9,27,12,26,6
949,9,28,4,24,23,19,15
950,8,28,17,28,7,1,6
951,18,6,4,9,13,27,19
952,0,15,18,9,17,25,28
953,7,17,23,10,11,20,17
954,28,14,15,10,27,11,9
955,21,5,28,15,15,26,24
956,0,0,16,14,4,23,10
957,9,26,22,26,7,15,16
958,4,15,20,22,25,27,7
959,20,9,7,20,2,1,11
960,3,9,4,16,23,22,2
961,14,13,12,11,10,6,26
962,6,4,0,12,20,17,15
963,24,11,16,19,21,9,13
964,27,11,2,11,4,16,21
965,17,2,9,6,22,2,27
966,22,17,26,11,2,3,3
967,20,27,26,0,12,20,5
968,20,21,3,4,8,23,5
969,5,6,8,16,16,22,18
970,8,1,6,25,4,19,2
971,3,24,22,11,3,21,27
972,11,16,24,28,17,2,16
973,13,11,6,19,12,17,0
974,13,20,21,24,14,6,16
975,5,6,11,1,25,27,11
976,1,12,16,4,3,19,10
977,3,5,24,26,25,6,24
978,27,16,22,27,3,26,26
979,26,17,19,14,12,0,25
980,18,7,7,28,18,14,16
981,19,27,3,3,3,23,14
982,16,3,12,27,25,1,5
983,5,28,27,5,8,15,27
984,6,1,6,26,7,6,17
985,25,18,10,26,14,17,14
986,23,27,1,2,14,13,19
987,6,11,20,10,2,24,27
988,25,2,7,0,10,26,21
989,8,0,12,13,7,7,23
990,13,0,28,13,12,28,28
991,23,5,28,3,11,10,5
992,25,16,27,18,16,0,3
993,5,15,7,22,5,21,2
994,3,15,26,6,18,6,20
995,4,1,12,20,4,22,28
996,17,19,22,18,20,10,7
997,16,1,19,8,1,1,3
998,4,15,25,8,15,6,6
999,28,9,9,10,3,4,25
1000,14,22,13,16,10,7,20
1,4,18,20,2,27,26,22
2,28,12,14,27,6,11,14
3,11,24,2,27,24,15,22
4,7,21,15,12,1,16,13
5,26,5,27,7,23,28,16
6,13,22,9,5,14,26,23
7,11,11,18,23,15,16,14
8,20,15,6,2,19,22,1
9,21,22,10,9,16,1,22
10,6,0,6,28,18,15,20
11,10,1,5,19,16,8,15
12,21,15,4,27,3,24,10
13,17,25,23,2,5,10,24
14,11,10,15,27,27,9,15
15,7,4,1,8,28,28,3
16,9,24,2,27,9,8,8
17,1,13,26,20,9,6,7
18,0,11,23,0,24,27,14
19,12,4,2,3,19,2,17
20,7,10,18,25,14,7,22
21,0,10,28,2,8,8,12
22,26,27,6,14,4,19,27
23,13,22,21,7,28,13,28
24,2,17,13,1,17,5,15
25,23,21,1,0,13,4,9
26,24,27,27,26,11,12,14
27,4,16,21,18,20,6,3
28,4,28,21,2,18,1,9
29,13,5,6,25,15,17,9
30,17,21,8,15,9,15,25
31,3,8,23,1,4,19,22
32,8,21,7,8,3,3,12
33,22,0,14,11,9,21,28
34,14,12,25,27,9,1,11
35,16,12,15,27,16,19,13
36,17,9,13,10,27,27,15
37,3,7,18,17,5,11,3
38,15,22,3,12,21,0,13
39,26,14,12,17,22,1,18
40,26,27,22,25,3,16,22
41,22,22,1,26,13,17,4
42,13,14,15,8,28,12,10
43,16,11,15,6,4,20,7
44,3,27,21,25,20,4,10
45,5,7,18,20,9,0,17
46,4,0,5,14,8,9,23
47,23,15,5,2,8,19,10
48,21,11,0,4,17,25,1
49,14,11,20,25,0,23,4
50,19,24,19,11,22,2,5
51,7,1,23,4,20,25,2
52,18,2,26,17,1,19,23
53,7,9,20,22,18,21,28
54,7,27,11,13,24,15,17
55,10,1,11,10,19,3,23
56,11,1,4,25,20,22,6
57,13,25,23,14,26,26,18
58,0,12,0,3,28,10,13
59,2,16,13,12,23,7,14
60,18,4,7,4,16,20,2
61,9,7,5,26,9,11,11
62,6,0,6,14,28,18,13
63,4,23,2,20,28,12,8
64,4,1,26,24,5,28,18
65,10,11,27,15,7,21,22
66,4,26,12,12,10,7,6
67,0,14,12,9,7,28,3
68,2,26,27,10,12,20,22
69,20,27,12,23,8,27,14
70,1,22,17,11,13,10,21
71,28,22,0,8,20,24,16
72,8,11,3,27,12,27,16
73,26,28,4,20,1,23,22
74,1,17,28,3,25,2,15
75,15,19,3,6,15,27,23
76,22,17,12,19,9,14,13
77,22,26,12,20,10,11,15
78,18,27,5,6,8,6,25
79,2,2,28,4,10,26,25
80,27,14,17,15,4,27,9
81,21,3,23,16,17,5,22
82,11,6,27,6,16,5,19
83,11,28,4,5,23,19,18
84,25,5,3,3,2,4,24
85,26,16,6,15,5,18,19
86,12,9,28,13,5,3,19
87,0,6,26,4,1,28,28
88,14,26,17,10,7,5,23
89,26,10,9,11,17,3,26
90,1,10,27,3,16,8,6
91,11,19,24,15,6,28,8
92,27,13,16,18,24,5,22
93,0,3,2,22,2,22,10
94,27,4,21,10,10,0,4
95,20,11,0,4,27,15,16
96,23,9,1,7,3,0,21
97,11,9,25,0,18,14,2
98,26,24,27,17,7,13,2
99,22,26,14,10,5,16,14
100,20,13,0,26,25,1,0
101,24,2,16,2,28,20,12
102,3,24,16,19,11,8,0
103,20,4,15,23,27,12,21
104,1,21,1,12,20,3,14
105,8,21,12,19,2,14,20
106,15,2,13,7,1,26,18
107,25,0,7,16,15,4,12
108,22,17,12,4,19,14,6
109,20,19,15,28,15,17,16
110,26,26,9,18,1,4,3
111,22,11,28,7,25,20,3
112,8,26,1,26,24,8,14
113,22,27,9,7,19,5,19
114,11,12,27,12,4,10,28
115,18,16,2,16,18,27,10
116,23,27,9,26,11,5,1
117,13,27,23,0,1,15,6
118,25,21,8,2,0,25,19
119,6,23,6,17,18,13,22
120,21,16,21,21,26,26,17
121,25,24,12,6,20,1,16
122,0,11,4,22,23,28,10
123,3,26,27,18,21,8,25
124,24,2,8,20,3,7,18
125,7,14,19,9,13,23,15
126,20,25,10,19,13,3,12
127,1,19,4,14,22,24,14
128,25,19,28,13,13,21,6
129,17,13,16,6,7,15,12
130,27,9,4,24,22,4,10
131,10,15,28,10,17,4,12
132,3,5,17,17,15,17,14
133,24,26,16,17,0,2,5
134,14,13,8,8,4,6,0
135,5,24,20,6,19,16,22
136,22,0,18,3,16,1,3
137,9,17,27,17,21,25,18
138,0,9,15,2,22,27,2
139,13,26,6,23,4,21,19
140,3,8,22,28,3,7,9
141,4,14,25,8,23,19,27
142,27,18,24,10,0,1,11
143,4,11,20,25,28,27,19
144,11,5,20,16,21,10,28
145,3,13,10,10,14,23,16
146,9,2,16,3,10,19,11
147,11,14,10,21,8,15,3
148,10,4,5,28,13,13,20
149,24,0,17,26,10,3,5
150,24,4,14,23,7,6,16
151,16,11,1,26,15,20,13
152,19,9,10,20,11,25,4
153,7,12,15,22,18,28,27
154,15,12,18,7,8,6,1
155,9,15,6,17,22,21,8
156,13,0,9,18,4,8,9
157,6,26,19,22,12,28,1
158,9,10,27,15,22,17,27
159,21,26,26,11,3,13,18
160,2,6,7,21,13,14,20
161,26,7,13,2,5,15,5
162,27,15,6,22,9,1,28
163,12,15,2,7,7,13,6
164,4,18,22,8,21,3,4
165,12,20,10,16,25,4,27
166,0,5,11,19,9,2,28
167,24,22,28,11,24,6,22
168,9,6,3,23,6,3,10
169,2,17,9,21,24,5,20
170,12,3,18,1,7,16,9
171,21,10,14,26,11,11,23
172,18,14,17,11,27,2,3
173,2,2,26,8,20,10,22
174,2,2,18,10,4,27,2
175,24,13,25,9,3,14,8
176,27,15,17,21,10,6,6
177,14,20,10,4,3,11,15
178,12,13,1,13,24,19,20
179,3,26,19,15,8,11,7
180,19,27,7,6,0,11,1
181,20,10,14,4,3,12,2
182,21,5,26,8,17,8,10
183,25,7,18,19,4,7,12
184,26,4,9,16,27,26,3
185,25,28,24,13,3,3,1
186,24,27,2,24,8,17,5
187,26,15,28,5,3,11,1
188,12,16,23,1,28,17,12
189,27,12,4,6,28,15,26
190,23,10,7,0,19,4,13
191,1,24,26,3,2,1,4
192,24,13,4,3,19,24,10
193,21,25,27,4,22,6,2
194,16,10,20,16,24,19,22
195,1,0,0,8,5,17,26
196,4,22,2,19,18,2,18
197,28,12,20,20,0,0,1
198,10,28,9,7,27,10,23
199,27,25,15,26,10,28,4
200,21,6,23,6,11,27,17
201,21,23,1,6,21,3,11
202,26,0,27,4,3,18,13
203,25,7,11,19,7,24,6
204,6,15,23,13,10,8,11
205,25,17,12,9,19,27,17
206,22,11,27,11,25,25,24
207,19,17,7,4,11,10,2
208,15,19,23,14,20,24,7
209,4,8,4,8,0,23,12
210,0,6,24,23,10,22,24
211,22,11,24,12,9,15,1
212,14,23,15,21,16,2,0
213,8,1,28,9,19,9,15
214,27,14,18,9,16,8,8
215,14,10,19,15,21,24,11
216,10,23,12,26,4,23,13
217,16,18,14,22,25,5,5
218,22,13,6,9,23,8,5
219,24,2,4,7,16,8,21
220,14,9,26,18,21,28,8
221,25,14,3,15,17,1,23
222,9,24,20,13,21,17,16
223,5,16,18,0,9,2,17
224,23,17,19,10,1,12,4
225,11,25,22,14,17,1,8
226,24,24,1,24,25,8,7
227,1,7,22,24,6,23,0
228,6,19,25,12,14,3,13
229,26,17,3,25,25,27,26
230,6,0,25,10,22,15,12
231,16,6,20,17,5,23,7
232,18,25,23,2,14,18,22
233,0,10,12,2,14,18,27
234,5,15,15,2,14,1,22
235,10,22,8,21,21,25,8
236,24,13,21,5,0,23,2
237,16,15,25,25,17,21,13
